timestamp_iso,operator,ambient_temp,ambient_hum,baseline_mq137,baseline_mq135,baseline_mq4,baseline_mq7,as_white_ref_ch1,as_white_ref_ch2,as_white_ref_ch3,as_white_ref_ch4,as_white_ref_ch5,as_white_ref_ch6,as_white_ref_ch7,as_white_ref_ch8,as_white_ref_ch9,as_white_ref_ch10,as_white_ref_ch11,as_white_ref_ch12,as_white_ref_ch13,as_white_ref_ch14,as_white_ref_ch15,as_white_ref_ch16,as_white_ref_ch17,as_white_ref_ch18,as_dark_ref_ch1,as_dark_ref_ch2,as_dark_ref_ch3,as_dark_ref_ch4,as_dark_ref_ch5,as_dark_ref_ch6,as_dark_ref_ch7,as_dark_ref_ch8,as_dark_ref_ch9,as_dark_ref_ch10,as_dark_ref_ch11,as_dark_ref_ch12,as_dark_ref_ch13,as_dark_ref_ch14,as_dark_ref_ch15,as_dark_ref_ch16,as_dark_ref_ch17,as_dark_ref_ch18
2025-11-02T04:45:29.821337,system,32.20333333333333,72.13666666666667,1.2153333333333334,0.07766666666666666,0.0882,0.1596,18.622150421142578,155.32127380371094,400.7864685058594,285.1669921875,491.6515808105469,249.40794372558594,66.27997589111328,66.26789093017578,158.2277374267578,34.68739700317383,48.523590087890625,7.150120735168457,8.849281311035156,5.816193103790283,10.627619743347168,11.253639221191406,1.8258919715881348,2.7067477703094482,3.385845422744751,35.98907470703125,115.3074722290039,79.45829772949219,258.22650146484375,73.79741668701172,7.029694557189941,7.04977560043335,11.720572471618652,5.076204776763916,5.162084102630615,0.7944578528404236,0.8044801354408264,0.8308847546577454,0.8856349587440491,1.1253639459609985,0.0,0.9022492170333862
