sample_id,meat_type,storage_type,hour,timestamp_iso,temp_c,hum_pct,frozen_age_days,thaw_method,time_since_thaw_min,mq137_v_rs,mq135_v_rs,mq4_v_rs,mq3_v_rs,as_raw_ch1,as_raw_ch2,as_raw_ch3,as_raw_ch4,as_raw_ch5,as_raw_ch6,as_raw_ch7,as_raw_ch8,as_raw_ch9,as_raw_ch10,as_raw_ch11,as_raw_ch12,as_raw_ch13,as_raw_ch14,as_raw_ch15,as_raw_ch16,as_raw_ch17,as_raw_ch18,avg_valid,cv_flag,final_label,ground_truth_value
NaN,Wing,NaN,0,2025-11-16T19:28:48.210653,32.583333333333336,72.18833333333333,N/A,N/A,N/A,1.4983666666666666,0.16670000000000001,0.3419166666666667,0.7357833333333333,5.925229549407959,111.78711598714193,145.06423950195312,43.716777102152506,69.3467030843099,79.65110295613607,69.57723693847656,87.51904462178548,226.1679796854655,62.97313893636068,51.17346115112305,15.88915729522705,14.480642318725586,8.308847427368164,8.85634994506836,4.501455783843994,1.8258919715881348,2.7067477703094482,True,N/A,AVG_5_MIN,N/A
NaN,Wing,NaN,0,2025-11-16T19:37:36.092421,33.50666666666667,70.24666666666667,N/A,N/A,N/A,1.5000833333333334,0.1663,0.34140000000000004,0.7707333333333334,5.925229549407959,112.57635142008463,145.90115051269532,43.33420022328695,69.2980728149414,79.94720458984375,70.17978210449219,88.03602828979493,225.66009318033855,63.029541015625,51.500393295288085,15.88915729522705,14.480642318725586,8.308847427368164,8.85634994506836,4.501455783843994,1.8258919715881348,2.7067477703094482,True,N/A,AVG_5_MIN,N/A
NaN,Wing,NaN,0,2025-11-16T19:51:20.202817,33.765,67.63,N/A,N/A,N/A,1.4721833333333334,0.16405,0.34305,0.7234166666666666,6.74347546895345,113.82334200541179,144.69227905273436,45.762091954549156,70.7083506266276,73.19383163452149,71.41834716796875,91.92123794555664,239.548974609375,63.60766359965007,44.27347602844238,15.88915729522705,14.051586532592774,7.477962970733643,8.85634994506836,4.407675464948018,1.8258919715881348,2.7067477703094482,True,N/A,AVG_5_MIN,N/A
NaN,Wing,NaN,0,2025-11-16T20:00:08.325890,34.163333333333334,67.36666666666666,N/A,N/A,N/A,1.4975666666666667,0.16493333333333335,0.3787,0.7388166666666667,6.74347546895345,113.94961814880371,143.88636474609376,45.0263671875,70.0032117207845,72.93189646402995,71.12544326782226,91.60008163452149,237.8494903564453,63.24104881286621,44.20464820861817,15.862675348917643,13.89069061279297,7.477962970733643,8.85634994506836,4.238870890935262,1.8258919715881348,2.7067477703094482,True,N/A,AVG_5_MIN,N/A
NaN,Wing,NaN,0,2025-11-16T20:08:56.486207,34.36666666666667,66.67333333333333,N/A,N/A,N/A,1.5021166666666668,0.16475,0.42793333333333333,0.7427333333333334,6.757583157221476,113.66549619038899,143.46790924072266,45.0263671875,69.48043632507324,72.48774401346843,70.89112014770508,91.59224866231283,235.83745727539062,62.754580879211424,44.03257865905762,15.64419929186503,13.729794692993163,7.477962970733643,8.85634994506836,4.032554189364116,1.8258919715881348,2.7067477703094482,True,N/A,AVG_5_MIN,N/A
NaN,Wing,NaN,0,2025-11-16T20:17:44.553152,34.458333333333336,68.27333333333334,N/A,N/A,N/A,1.588,0.1656,0.3984,0.7657666666666667,6.108629496892293,112.93939971923828,141.90258331298827,44.378929392496744,68.20389175415039,71.94109484354655,70.7488525390625,91.49825299580893,232.79010620117188,62.232858975728355,43.94654388427735,15.50516907374064,13.676162719726562,7.477962970733643,8.85634994506836,3.751213232676188,1.8258919715881348,2.7067477703094482,True,N/A,AVG_5_MIN,N/A
NaN,Wing,NaN,0,2025-11-16T20:26:32.508148,34.57833333333333,68.62333333333333,N/A,N/A,N/A,1.6662166666666667,0.16801666666666668,0.41173333333333334,0.7995833333333334,5.925229549407959,109.908740234375,139.79481506347656,43.26062774658203,65.78453585306804,69.92533111572266,69.31780776977538,89.63398056030273,226.51960220336915,60.639495086669925,42.896919631958006,15.260211070378622,13.314146471023559,7.325634066263834,8.575898742675781,3.4323601484298707,1.8258919715881348,2.7067477703094482,True,N/A,AVG_5_MIN,N/A
NaN,Wing,NaN,0,2025-11-16T20:35:20.751781,34.55833333333334,68.55166666666666,N/A,N/A,N/A,1.49685,0.16345,0.35923333333333335,0.7856333333333334,5.925229549407959,106.04149220784505,136.44717280069986,41.83332169850667,62.79377784729004,67.14654057820638,67.57712173461914,87.40938313802083,219.54586486816407,58.799370702107744,42.07098579406738,14.796777725219727,12.858274157842,6.688622283935547,7.970714569091797,3.376091957092285,1.7954604387283326,2.7067477703094482,True,N/A,AVG_5_MIN,N/A
NaN,Wing,NaN,0,2025-11-16T20:44:08.529176,34.5,68.47833333333334,N/A,N/A,N/A,1.6377833333333334,0.16641666666666668,0.34345000000000003,0.7921333333333334,5.925229549407959,105.42589124043782,135.45528157552084,41.49488830566406,61.8698039372762,66.55433807373046,67.24237442016602,86.88456954956055,216.53758239746094,58.023838424682616,41.36550064086914,14.697470664978027,12.871682167053223,6.647078037261963,7.970714569091797,3.376091957092285,1.7954604387283326,2.7067477703094482,True,N/A,AVG_5_MIN,N/A
NaN,Wing,NaN,0,2025-11-16T20:52:56.538696,34.5,68.175,N/A,N/A,N/A,1.6254666666666666,0.16608333333333333,0.3384666666666667,0.7816666666666667,5.925229549407959,105.52059872945149,134.7888626098633,41.450744819641116,61.274085998535156,66.30379053751628,67.14195022583007,86.68874282836914,213.95905456542968,57.50211817423503,41.159017181396486,14.697470664978027,12.871682167053223,6.647078037261963,7.970714569091797,3.376091957092285,1.7954604387283326,2.7067477703094482,True,N/A,AVG_5_MIN,N/A
