sample_id,hour,timestamp_iso,led_source,temp_c,hum_pct,MQ-137 (Ammonia),MQ-135 (Air Quality),MQ-4 (Methane),MQ-3 (Alcohol),AS7265X_ch1,AS7265X_ch2,AS7265X_ch3,AS7265X_ch4,AS7265X_ch5,AS7265X_ch6,AS7265X_ch7,AS7265X_ch8,AS7265X_ch9,AS7265X_ch10,AS7265X_ch11,AS7265X_ch12,AS7265X_ch13,AS7265X_ch14,AS7265X_ch15,AS7265X_ch16,AS7265X_ch17,AS7265X_ch18,final_label
BRE_RT_01,6,2025-11-12T13:49:57.738767,WHITE,31.6,76.4,1.615,0.16,0.351,0.995,3.385845422744751,42.6186408996582,74.39192199707031,26.486099243164062,40.119937896728516,56.714683532714844,56.73967742919922,69.08779907226562,214.48648071289062,55.41523361206055,83.62576293945312,19.861446380615234,13.676162719726562,8.308847427368164,8.85634994506836,5.626819610595703,1.2172613143920898,1.8044984340667725,N/A
BRE_RT_02,6,2025-11-12T13:51:41.134254,WHITE,31.7,75.7,1.58,0.16,0.349,0.952,2.539384126663208,31.25366973876953,63.233131408691406,23.837488174438477,35.013763427734375,43.04849624633789,59.752403259277344,71.43772888183594,180.496826171875,52.031097412109375,57.81534194946289,16.286386489868164,12.067201614379883,6.647078037261963,7.085079669952393,4.501455783843994,1.2172613143920898,1.8044984340667725,N/A
BRE_RT_02,6,2025-11-12T13:51:54.433501,WHITE,31.7,76.1,1.576,0.16,0.348,0.949,2.539384126663208,31.25366973876953,63.233131408691406,23.837488174438477,35.013763427734375,43.04849624633789,59.752403259277344,71.43772888183594,180.496826171875,52.031097412109375,58.84775924682617,16.286386489868164,12.067201614379883,6.647078037261963,7.085079669952393,4.501455783843994,1.2172613143920898,1.8044984340667725,N/A
BRE_RT_02,6,2025-11-12T13:52:07.695606,WHITE,31.7,76.1,1.572,0.16,0.348,0.944,2.539384126663208,31.25366973876953,63.233131408691406,23.837488174438477,35.013763427734375,43.04849624633789,60.25452423095703,71.43772888183594,180.496826171875,52.031097412109375,60.912593841552734,16.286386489868164,12.067201614379883,6.647078037261963,7.085079669952393,4.501455783843994,1.2172613143920898,1.8044984340667725,N/A
BRE_RT_02,6,2025-11-12T13:52:20.950256,WHITE,31.7,76.1,1.571,0.16,0.348,0.941,2.539384126663208,31.25366973876953,63.233131408691406,23.837488174438477,35.013763427734375,43.04849624633789,59.752403259277344,71.43772888183594,180.496826171875,52.031097412109375,60.912593841552734,16.286386489868164,12.067201614379883,6.647078037261963,7.085079669952393,4.501455783843994,1.2172613143920898,1.8044984340667725,N/A
BRE_RT_02,6,2025-11-12T13:52:34.212322,WHITE,31.7,76.6,1.599,0.161,0.349,0.933,2.539384126663208,31.25366973876953,63.233131408691406,23.837488174438477,35.013763427734375,43.04849624633789,59.752403259277344,70.96774291992188,180.496826171875,52.031097412109375,57.81534194946289,16.286386489868164,12.067201614379883,6.647078037261963,7.085079669952393,4.501455783843994,1.2172613143920898,1.8044984340667725,N/A
BRE_RT_02,6,2025-11-12T13:52:49.503738,WHITE,31.7,76.5,1.574,0.16,0.349,0.925,2.539384126663208,31.25366973876953,63.233131408691406,23.837488174438477,35.013763427734375,43.04849624633789,59.752403259277344,70.96774291992188,180.496826171875,52.031097412109375,57.81534194946289,16.286386489868164,12.067201614379883,6.647078037261963,7.085079669952393,4.501455783843994,1.2172613143920898,1.8044984340667725,N/A
BRE_RT_02,6,2025-11-12T13:53:02.767455,WHITE,31.7,76.3,1.558,0.159,0.348,0.927,2.539384126663208,31.25366973876953,63.233131408691406,23.837488174438477,35.013763427734375,43.04849624633789,59.752403259277344,70.96774291992188,179.32476806640625,52.031097412109375,57.81534194946289,16.286386489868164,12.067201614379883,6.647078037261963,7.085079669952393,4.501455783843994,1.2172613143920898,1.8044984340667725,N/A
BRE_RT_02,6,2025-11-12T13:53:16.069139,WHITE,31.7,76.1,1.559,0.16,0.349,0.922,2.539384126663208,31.25366973876953,63.233131408691406,23.837488174438477,35.013763427734375,43.04849624633789,59.752403259277344,70.96774291992188,180.496826171875,52.031097412109375,57.81534194946289,16.286386489868164,12.067201614379883,6.647078037261963,7.085079669952393,4.501455783843994,1.2172613143920898,1.8044984340667725,N/A
BRE_RT_02,6,2025-11-12T13:53:29.343465,WHITE,31.8,76.5,1.576,0.162,0.349,0.917,2.539384126663208,31.25366973876953,63.233131408691406,23.837488174438477,35.013763427734375,43.04849624633789,59.752403259277344,70.96774291992188,180.496826171875,52.031097412109375,58.84775924682617,16.286386489868164,12.067201614379883,6.647078037261963,7.085079669952393,4.501455783843994,1.2172613143920898,1.8044984340667725,N/A
BRE_RT_02,6,2025-11-12T13:53:42.632432,WHITE,31.8,77.1,1.588,0.162,0.349,0.921,2.539384126663208,31.25366973876953,63.233131408691406,23.837488174438477,35.013763427734375,43.04849624633789,59.752403259277344,70.96774291992188,179.32476806640625,52.031097412109375,57.81534194946289,16.286386489868164,12.067201614379883,6.647078037261963,7.085079669952393,4.501455783843994,1.2172613143920898,1.8044984340667725,N/A
BRE_RT_02,6,2025-11-12T13:53:57.928288,WHITE,31.8,77.4,1.59,0.162,0.35,0.917,2.539384126663208,31.25366973876953,63.233131408691406,23.837488174438477,35.013763427734375,43.04849624633789,59.752403259277344,70.96774291992188,179.32476806640625,52.031097412109375,57.81534194946289,16.286386489868164,12.067201614379883,6.647078037261963,7.085079669952393,4.501455783843994,1.2172613143920898,1.8044984340667725,N/A
BRE_RT_02,6,2025-11-12T13:54:11.215027,WHITE,31.9,78.0,1.611,0.162,0.349,0.929,2.539384126663208,31.25366973876953,63.233131408691406,23.837488174438477,35.013763427734375,43.04849624633789,59.752403259277344,70.96774291992188,179.32476806640625,52.031097412109375,60.912593841552734,16.286386489868164,12.067201614379883,6.647078037261963,7.085079669952393,4.501455783843994,1.2172613143920898,1.8044984340667725,N/A
